id,user_id,created_at,tweet_text,hashtag_entities
825817400465571841,76649729,2017-01-29 21:26:25,"RT @GOPHELP: Betsy DeVos says in letter - ""I am committed to ... protecting the hard won rights of students with disabilities."" https://t.c...",{}
825725985458880514,76649729,2017-01-29 15:23:10,"RT @GOPHELP: Op-ed in @memphisnews:""DeVos has been advocating for better schools...putting children's interests ahead of all else"" https://t....",{}
825839671208972290,817076257770835968,2017-01-29 22:54:55,"RT @JCColtin: @RepEspaillat inauguration going strong after more than two hours. @rubendiazjr up now. ""Adriano has understood the gravity o...",{}
825820208736718850,817076257770835968,2017-01-29 21:37:35,RT @NYCMayor: We're the safest big city in America because the NYPD works so closely with our immigrant communities.,{}
825820131196620800,817076257770835968,2017-01-29 21:37:16,RT @NYCMayor: I'll be joining New Yorkers at Battery Park this afternoon to stand up for our city's values. See you there.,{}
825820092684496903,817076257770835968,2017-01-29 21:37:07,RT @NYCMayor: There is something more important and powerful than all three branches of government. It is you - the people. #BatteryPark ht...,{BatteryPark}
825819737217183745,817076257770835968,2017-01-29 21:35:42,RT @LizRittr: .@BilldeBlasio to @jeffsessions: come to NYC; I'll intro you to 700k Dominicans of value incl @RepEspaillat. Immigrants #make...,{}
825819634402213888,817076257770835968,2017-01-29 21:35:18,Thank you @SenSchumer for your remarks today @RepEspaillat District Inauguration Ceremony. #NY13 https://t.co/ef6os7fNnh,{NY13}
825808721288822784,817076257770835968,2017-01-29 20:51:56,RT @jonorcutt: Great rallying cries from @RepEspaillat @RepMaloney @NydiaVelazquez @RepJerryNadler at Battery Park today. Thank you! https:...,{}
825808666012090368,817076257770835968,2017-01-29 20:51:43,"RT @altochulo: No justice, no peace! cries @RepEspaillat at @MaketheRoadNY @thenyic #NoBanNoWall rally that's filled Battery Park! https://...",{NoBanNoWall}
825808543769096192,817076257770835968,2017-01-29 20:51:14,RT @LizRittr: Packed house waiting for the community swearing-in of @RepEspaillat https://t.co/ug4pDey7uC,{}
825808514748645376,817076257770835968,2017-01-29 20:51:07,RT @KariStrong: Here to support and celebrate @RepEspaillat ! We need a courageous fighter! https://t.co/Hg4P38C0dO,{}
825808474353311744,817076257770835968,2017-01-29 20:50:57,RT @angelabaggetta: Packed house for the ceremonial swearing in of new Congressman @RepEspaillat today at @YUNews https://t.co/ahIX8sBsm9,{}
825808449783078912,817076257770835968,2017-01-29 20:50:51,RT @javierhvaldes: Nuestro hermano @RepEspaillat sharing his story - Immigrants are welcomed here! @MaketheRoadNY #HeretoStay #NoBanNoWall...,"{HeretoStay,NoBanNoWall}"
825808398088298497,817076257770835968,2017-01-29 20:50:39,"RT @KelleenLib: Thank you @RepEspaillat 4 being @ Battery Park! ""We are here to TALK ABOUT IT!!"" Refugees &amp; immigrants welcome!  #nomuslimb...",{}
825808388470820865,817076257770835968,2017-01-29 20:50:37,RT @ZaharaMZ: .@RepEspaillat calls out NYC wealth inequality as part of our fight! My rep is so rad! #NoBanNoWall,{NoBanNoWall}
825808189434298368,817076257770835968,2017-01-29 20:49:49,RT @rebeccalounyc: @RepYvetteClarke @GregoryMeeks @RepEspaillat @realDonaldTrump Thank you!!!! I'm so proud to be represented by you.,{}
825808131095662592,817076257770835968,2017-01-29 20:49:35,RT @marializardo: @RepEspaillat Getting ready for the community swearing in ceremony https://t.co/8lFPFGNs6b,{}
825528080139698176,817076257770835968,2017-01-29 02:16:46,"A Federal Judge Just Issued A Stay Against Donald Trump's ""Muslim Ban""  https://t.co/0J96PHfYxX",{}
825508823435710464,817076257770835968,2017-01-29 01:00:15,@RepEspaillat @GregoryMeeks #JFK airport talking to people affected by travel ban. We are commitment to helping all... https://t.co/ZYjciaJmez,{JFK}
825796597871153156,140519774,2017-01-29 20:03:46,Finding Dory? Maybe @realDonaldTrump should focus on finding compassion. #StandWithRefugees https://t.co/ylIYtUWHwG,{StandWithRefugees}
825737055686840320,140519774,2017-01-29 16:07:10,"""History will remember them as cowards."" Here's some Sunday morning reading for you, @SpeakerRyan. https://t.co/zCuUQ5eI2L",{}
825733792233054208,140519774,2017-01-29 15:54:12,"Some good news, but we're not done fighting yet. We're going to keep raising our voices to #StandWithRefugees! https://t.co/F6rsYkPKLS",{StandWithRefugees}
825728806468059136,140519774,2017-01-29 15:34:23,"RT @NancyPelosi: We believe health care is a right for all Americans. As I said in our Weekly Address, we'll fight to #ProtectOurCare https...",{ProtectOurCare}
825822077156470785,236916916,2017-01-29 21:45:00,My statement regarding President Trump's executive order on immigration: https://t.co/i7nVtXGAPV,{}
825694188989771777,235373000,2017-01-29 13:16:49,"Yes!  Even US allies recognize the error in US ways:  Canada, Germany and UK speak out against the Trump administra... https://t.co/TmNV6QWxyy",{}
825580348608225281,235373000,2017-01-29 05:44:28,The American public has a right to know how @DHSgov is implementing President Trump's Executive Order. Knowledge is power. #NoBanOnRefugees,{NoBanOnRefugees}
825561136749744128,235373000,2017-01-29 04:28:07,Thanks to the ACLU for standing up to the Trump Administration wrongfully banning immigrants from seven Muslim-majo... https://t.co/mYDiKimtVJ,{}
825855570322276357,558769636,2017-01-29 23:58:06,"Turning our backs on refugees
betrays our American values and doesn't make our country safer. #nobanpdx https://t.co/AcrYRdp4OX",{nobanpdx}
825834152985501701,558769636,2017-01-29 22:32:59,RT @tedwheeler: At PDX w/ @SenJeffMerkley and @RepBonamici https://t.co/11TegeXiUs,{}
825837876705447940,558769636,2017-01-29 22:47:47,RT @KGWNews: WATCH LIVE: Protesters at Portland International Airport in opposition to President Trump's immigration ban https://t.co/LcEuO...,{}
825834297886179332,558769636,2017-01-29 22:33:34,RT @sneetch27: @SenJeffMerkley @tedwheeler @RepBonamici  join protests at #Pdxprotest #NoBanNoWall # https://t.co/SbGmgRq5bv,"{Pdxprotest,NoBanNoWall}"
825818438127984643,558769636,2017-01-29 21:30:33,Heading to @flypdx to join protest!,{}
825793667923324928,558769636,2017-01-29 19:52:07,Know someone arriving at PDX from 7 countries under Trump ban? Contact @ACLU_OR 971-412-2258 https://t.co/gWgspBbici,{}
825840658409721861,85396297,2017-01-29 22:58:50,I will be at #SCOTUS tomorrow evening to demand that @POTUS Trump withdraw his unconstitutional orders on #immigration and #refugees.,"{SCOTUS,immigration,refugees}"
825507977327235072,248495200,2017-01-29 00:56:53,"On Holocaust Remembrance Day, Trump bans refugees. If that's not anti-Semitic, I'm not sure what is.",{}
825507002046615552,248495200,2017-01-29 00:53:01,RT @jaketapper: WH: No mention of Jews on Holocaust Remembrance Day because others were killed too - https://t.co/4kGK7SPuhq https://t.co/e...,{}
825855180017192961,248495200,2017-01-29 23:56:33,RT @7im: I'm with her. https://t.co/fvhL4xYqaF,{}
825854926869889024,248495200,2017-01-29 23:55:32,Great piece about our Muslim allies by my friend and fellow Marine infantry veteran @ZachIscol: https://t.co/oqUd9cJBZa,{}
825852240149745664,248495200,2017-01-29 23:44:52,"Every Member of Congress should be appalled Trump has a white nationalist shaping national security, not just a few. https://t.co/Rtu4GiyRQN",{}
825851501344088069,248495200,2017-01-29 23:41:56,"RT @rebeccagberg: Former GWB chief of staff Josh Bolten explains why the president did not allow Karl Rove to attend NSC mtgs, ever https:/...",{}
825680485149990912,248495200,2017-01-29 12:22:22,Please join me @CNN in a few minutes to discuss Trump's #MuslimBan.,{MuslimBan}
825851379315007488,248495200,2017-01-29 23:41:27,RT @Kevinliptakcnn: Merkel's office says she explained the Geneva Convention over the phone to Trump on Saturday,{}
825772601276522496,248495200,2017-01-29 18:28:24,"Trump's #MuslimBan is fundamentally un-American, doesn't improve the vetting process and is making America less safe https://t.co/XicOaIHdza",{MuslimBan}
825733909287673863,248495200,2017-01-29 15:54:40,RT @JimAxelrod: Just to be clear:  Iraqi refugee held in cuffs for 17 hours at JFK before being allowed in was an interpreter for US troops...,{}
825722883326423040,248495200,2017-01-29 15:10:51,"Thank you for having the courage to say that, @BillKristol. We need more people on both sides to stand up for our s... https://t.co/gFfR75yU3H",{}
825691010479042560,248495200,2017-01-29 13:04:12,We trusted many of our Iraqi and Afghan allies with our lives. And they trusted us with theirs... https://t.co/q3VJVq6cQ2,{}
825659044367106048,248495200,2017-01-29 10:57:10,RT @SteveCollNY: This from our main ally against ISIS https://t.co/C9z17vcnqT,{}
825548968721539072,248495200,2017-01-29 03:39:46,"Ahmad lost both arms and three siblings when Assad bombed his refugee camp. He came to the US legally, and wants to... https://t.co/HXGWQUDhXz",{}
825548933992681478,248495200,2017-01-29 03:39:38,RT @DoreyScheimer: Thinking about Ahmad tonight. The sweet Syrian boy who came to the US for medical treatment cc: @sethmoulton https://t.c...,{}
825505179441197056,248495200,2017-01-29 00:45:46,"#MuslimBan hurts the economy. Another reason why this harms our country, though down the list from many others. https://t.co/xD6dVnPYob",{MuslimBan}
825503359549452289,248495200,2017-01-29 00:38:32,.@realDonaldTrump: Your #MuslimBan is completely at odds with our most fundamental value: freedom. I'm ashamed that... https://t.co/nDwNj3ygEF,{MuslimBan}
825503022574866434,248495200,2017-01-29 00:37:12,"Call/email Congress. Support IRAP or other refugee orgs. Join me on Sat, 2/4: https://t.co/mrnXsZQWeI Consider runn... https://t.co/AJxkNaVZwk",{}
825495713798823937,248495200,2017-01-29 00:08:09,"RT @tomfriedman: Mr. Trump. Steve Job's biological father's name was Abdulfattah Jandali. He came to the US as a student. He was from Homs,...",{}
825495124192927744,248495200,2017-01-29 00:05:49,"RT @thehill: Apple CEO knocks Trump immigration ban: ""Apple would not exist without immigration"" https://t.co/Hqu0RWc8fk https://t.co/QId41...",{}
825782064934944769,89193992,2017-01-29 19:06:01,"To the wonderful people that call this great state home, Happy Kansas Day. #ksleg https://t.co/bDkwUw7RJW",{ksleg}
825532927673036804,1009269193,2017-01-29 02:36:02,RT @emilygrphcdsgnr: Just need to brag on my little brother (and the rest of these young men and women) for their willingness to serve our...,{}
825770506901139457,1009269193,2017-01-29 18:20:05,@realDonaldTrump #immigration #EO is ill conceived and harmful to innocent individuals.,"{immigration,EO}"
825770717534945281,1009269193,2017-01-29 18:20:55,"While we need policies to keep us safe, this hurts #Muslims and others whose help we need to fight #terrorism.","{Muslims,terrorism}"
825518693639659520,29450962,2017-01-29 01:39:28,RT @MarissaMFOX5: @repjohnlewis tells me he's going to sit at airport and wait for info on delays for processing Iranian families returning...,{}
825515146940444673,29450962,2017-01-29 01:25:23,This is a dark hour for America.,{}
825526673982496768,29450962,2017-01-29 02:11:11,"RT @JeremyLRedmon: Rep. John Lewis after an immigration official declined to say how many are being detained: ""Why don't we just sit down a...",{}
825514961640243200,29450962,2017-01-29 01:24:38,People immigrate to America because they are inspired by our commitment to justice and democracy.,{}
825515039289442304,29450962,2017-01-29 01:24:57,To treat as strangers these law-abiding immigrants threatens the democratic principles this nation stands for.,{}
825557868887818241,22669526,2017-01-29 04:15:08,Raise your voices. Support what you believe to be right &amp; just. Do not give up. Those in power must both hear &amp; see... https://t.co/GvFRIaqYRa,{}
825554516699410437,22669526,2017-01-29 04:01:49,"When I see the men/women converging on American airports to #SupportRefugees &amp; #Resist @realDonaldTrump, my resolve... https://t.co/XhYdGI2dT6","{SupportRefugees,Resist}"
825553591746301953,22669526,2017-01-29 03:58:08,My heart aches for those who feel unsafe by @realDonaldTrump's unconscionable #ExecutiveOrders but by no means am I... https://t.co/K1xolJYwh7,{ExecutiveOrders}
825556947537625088,22669526,2017-01-29 04:11:29,Democracy isnt the only thing in jeopardy. Our nation's conscience is at stake. Lives literally depend on us fighti... https://t.co/Jozv9EkWFc,{}
825555593192685568,22669526,2017-01-29 04:06:06,"What am I going to do, @MareBear16? #FightLikeHell &amp; #Resist @realDonaldTrump. I took an oath to defend/protect the... https://t.co/KGYZyDc3WY","{FightLikeHell,Resist}"
825551269335031809,22669526,2017-01-29 03:48:55,"Everything in my power, @TweetsByShahani. This injustice will not stand. This is an attack against the very values... https://t.co/hepsHMNZr3",{}
825738641473404928,18773159,2017-01-29 16:13:28,Glad to co-sponsor the Heartbeat Protection Act of 2017. This legislation prohibits abortions if a fetal heartbeat... https://t.co/xU6snfBmf4,{}
825782507144671233,33537967,2017-01-29 19:07:46,Bannon on national security council is so wrong. Read: McCain blasts Bannon on National Security Council - POLITICO https://t.co/2wDgFThNsv,{}
825776631159615493,33537967,2017-01-29 18:44:25,.@SenFranken and I met w/Minnesotans impacted by refugee ban today. Heartbreaking. This order is causing chaos and... https://t.co/Mwjy3bwnIS,{}
825716635495436288,33537967,2017-01-29 14:46:01,".@SenFranken &amp; I will be in St. Paul this AM, talking w community leaders about president's refugee ban. Tune in.
https://t.co/VV9gg9jQFs",{}
825705447814529025,33537967,2017-01-29 14:01:34,"Nice story @GovMarkDayton Congrats to you&amp;leg on healthcare compromise For Dayton, cancer is just another challenge https://t.co/qQsXRpccjS",{}
825666787396243457,33537967,2017-01-29 11:27:56,When senator says they are opposed to nominee it means they will vote no. No votes scheduled on several yet so noth... https://t.co/j1Kgfb7s19,{}
825665973655109635,33537967,2017-01-29 11:24:42,Yes Ashley I have clearly said I would vote no on sessions.  That's what opposition is!  Thanks for asking for a cl... https://t.co/ZHDJFTj9lE,{}
825534919657005056,33537967,2017-01-29 02:43:57,Breaking: Judge stays deportations https://t.co/O5EGyZNhwC,{}
825506060408549376,131018989,2017-01-29 00:49:16,"RT @luckytran: The cab line at #JFK airport is empty. At 6pm, NYC taxi drivers went on strike in protest of #muslimban #refugeeban 
#nobann...","{JFK,muslimban,refugeeban}"
825504534734663681,131018989,2017-01-29 00:43:12,@bolekaja1001 Good one. Trump is such a baby.,{}
825504402010103808,131018989,2017-01-29 00:42:41,"RT @mcbride_dr: Trump ""pro-life"" haha he is only ""pro-himself"" and values Himself over everything; he must be Impeached  https://t.co/J6lL...",{}
825504347077238784,131018989,2017-01-29 00:42:28,RT @Robinongaliano: @NekoAtsumeLARPr @HotlineJosh Police States of America- tragic,{}
825504319579369472,131018989,2017-01-29 00:42:21,Southwest https://t.co/0Ya5nMmcCh,{}
825499630024564736,131018989,2017-01-29 00:23:43,@LoriScintillaa @RoguePOTUSStaff @JewelDole If he hasn't been fixed. Praying he is. The world needs fewer trumps. (Lowercase by choice.),{}
825499056310886400,131018989,2017-01-29 00:21:26,RT @RealNastyWoman: @RoyCohnsGhost @RoguePOTUSStaff White middle class who voted @POTUS #PresidentSwampSlime will soon be white working p...,{PresidentSwampSlime}
825498915831050240,131018989,2017-01-29 00:20:53,RT @mysera26: Google CEO orders employees back to the U.S. after President Trump's immigration order #MuslimBanProtest https://t.co/pCoOPMF...,{MuslimBanProtest}
825498886072524800,131018989,2017-01-29 00:20:46,"@mcbride_dr @patmacssmartass @realDonaldTrump Thinking you meant ""now.""",{}
825498782947176448,131018989,2017-01-29 00:20:21,RT @patmacssmartass: Agreed @realDonaldTrump https://t.co/uckI11Ws6s,{}
825498720728854528,131018989,2017-01-29 00:20:06,These lawyers are heroes. https://t.co/WolZ7tq6ZD,{}
825780860355874816,131018989,2017-01-29 19:01:14,RT @MonarchDream343: #Lyft is just looking at Uber like https://t.co/oVb4a2WkIF,{Lyft}
825554200553590784,131018989,2017-01-29 04:00:34,Must read &amp; RT. Thanks. https://t.co/rQld9DK3vQ,{}
825814991072751616,131018989,2017-01-29 21:16:51,Block this asshole. Please. https://t.co/IODCe7UbwE,{}
